id_local,nombre,categoria,direccion,barrio,comuna
2665,DON BATTAGLIA,RESTAURANTE,"SCALABRINI ORTIZ, RAUL AV. 802",Villa Crespo,Comuna 15
1379,DON BUSTOS,RESTAURANTE,MEXICO 518,Monserrat,Comuna 1
1382,DON CAFE,CAFE,PERU 154,Monserrat,Comuna 1
625,DON CARLOS,,BILLINGHURST 450,Almagro,Comuna 5
2796,DON CARLOS,BAR,DE LOS CONSTITUYENTES AV. 6253,Villa Urquiza,Comuna 12
2213,DON GALINDEZ,RESTAURANTE,LAVALLE 798,San Nicolas,Comuna 1
983,DON GAUNA,RESTAURANTE,GAONA AV. 1537,Caballito,Comuna 6
2667,DON GENNARO,RESTAURANTE,DARWIN 40,Villa Crespo,Comuna 15
2773,DON GOLO,RESTAURANTE,MOSCONI GENERAL AV. 3037,Villa Pueyrredon,Comuna 12
136,DON GOMEZ,RESTAURANTE,SOLER 5644,Palermo,Comuna 14
137,DON IGNACIO,RESTAURANTE,OLLEROS AV. 1879,Palermo,Comuna 14
138,DON ISIDRO,RESTAURANTE,BONPLAND 1905,Palermo,Comuna 14
139,DON JULIO,RESTAURANTE,GUATEMALA 4699,Palermo,Comuna 14
2754,DON LECHON,RESTAURANTE,ELCANO AV. 3607,Villa Ortuzar,Comuna 15
2214,DON LUIS,RESTAURANTE,SARMIENTO 682,San Nicolas,Comuna 1
1381,DON OGARDI,RESTAURANTE,MEXICO 1176,Monserrat,Comuna 1
1293,DON PAQUITO,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 6429",Mataderos,Comuna 9
142,DON`T TELL MAMA,RESTAURANTE,PARAGUAY 5700,Palermo,Comuna 14
626,DON VICENTE,,"ACUÃƒâ€˜A DE FIGUEROA, FRANCISCO 300",Almagro,Comuna 5
984,DON ZENON,RESTAURANTE,"DRAGO, LUIS MARIA 99",Villa Crespo,Comuna 15
2666,DON ZOILO,RESTAURANTE,"PUEYRREDON, HONORIO, DR. AV. 1414",Villa Crespo,Comuna 15
2216,DOORS,RESTAURANTE,TUCUMAN 1702,San Nicolas,Comuna 1
1718,DOOTS,RESTAURANTE,PUEYRREDON AV. 1501,Recoleta,Comuna 2
1981,DORA,RESTAURANTE,"ALEM, LEANDRO N. AV. 1016",Retiro,Comuna 1
1380,DOS DE ORO,BAR,MORENO 1201,Monserrat,Comuna 1
143,DOSHI,RESTAURANTE,FITZ ROY 1613,Palermo,Comuna 14
946,DOS MUNDOS,RESTAURANTE,INDEPENDENCIA AV. 3601,Almagro,Comuna 5
141,DOS REYES BAR,RESTAURANTE,DEL LIBERTADOR AV. 4986,Palermo,Comuna 14
2215,DOWN TOWN MATIAS,PUB,RECONQUISTA 701,San Nicolas,Comuna 1
504,DRAGON PORTEÃƒâ€˜O,RESTAURANTE,ARRIBEÃƒâ€˜OS 2137,Belgrano,Comuna 13
144,DRAGON & SWORD,,HONDURAS 5514,Palermo,Comuna 14
2565,DR. GUEVARA,RESTAURANTE,BALCARCE 711,San Telmo,Comuna 1
1720,DRINK STOP,RESTAURANTE,URUGUAY 1014,Recoleta,Comuna 2
1983,DRUID IN,RESTAURANTE,RECONQUISTA 1040,Retiro,Comuna 1
145,DUBILNERS,RESTAURANTE,HUMBOLDT 1946,Palermo,Comuna 14
1721,DUERO,RESTAURANTE,SANTA FE AV. 2499,Recoleta,Comuna 2
147,DUICINED,PUB,SANTA FE AV. 4130,Palermo,Comuna 14
1159,DUO,RESTAURANTE,GAONA AV. 2500,Flores,Comuna 7
2217,D' VITTORIO,PUB,LAVALLE 1669,San Nicolas,Comuna 1
148,EA,BAR,PARAGUAY 5302,Palermo,Comuna 14
1552,E & E,RESTAURANTE,CASEROS AV. 2194,Parque Patricios,Comuna 4
149,EFE 1,BAR,SOLER 5601,Palermo,Comuna 14
150,EH! SANTINO,RESTAURANTE,BAEZ 196,Palermo,Comuna 14
2218,EIFFEL,BAR,"ALEM, LEANDRO N. AV. 674",San Nicolas,Comuna 1
1383,EL 602,BAR,BELGRANO AV. 602,Monserrat,Comuna 1
1553,EL ALBA,RESTAURANTE,"CHUTRO, PEDRO, Prof., Dr. 3300",Parque Patricios,Comuna 4
2220,EL ALBA,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 1319",San Nicolas,Comuna 1
1384,EL ALFARERO,RESTAURANTE,REPUBLICA BOLIVARIANA DE VENEZUELA 1215,Monserrat,Comuna 1
1982,EL ALGIBE,RESTAURANTE,SAN MARTIN 1225,Retiro,Comuna 1
1385,EL AMADOR,RESTAURANTE,REPUBLICA BOLIVARIANA DE VENEZUELA 101,Monserrat,Comuna 1
505,EL AMANECER DE CARLITOS,RESTAURANTE,DEL LIBERTADOR AV. 6172,Belgrano,Comuna 13
2219,EL ANCLA DEL ORO,BAR,"MITRE, BARTOLOME 863",San Nicolas,Comuna 1
2564,EL ANDEN,RESTAURANTE,CHILE 467,Monserrat,Comuna 1
1386,EL ANDEN,RESTAURANTE,CHILE 467,Monserrat,Comuna 1
2756,EL ARBOLITO,RESTAURANTE,TRIUNVIRATO AV. 3302,Villa Ortuzar,Comuna 15
2221,EL ARGENTINO,BAR,MAIPU 761,San Nicolas,Comuna 1
2797,EL ARRIERO,RESTAURANTE,LUGONES 2506,Villa Urquiza,Comuna 12
1723,EL ASADOR,RESTAURANTE,CORDOBA AV. 2475,Recoleta,Comuna 2
151,EL BAGUAL,RESTAURANTE,ORTEGA Y GASSET 1777,Palermo,Comuna 14
2735,EL BALON,BAR,ESTADO PLURINACIONAL DE BOLIVIA 1107,Villa Gral. Mitre,Comuna 11
745,EL BAR,CONFITERIA,"MITRE, BARTOLOME 2502",Balvanera,Comuna 3
1388,EL BAR,RESTAURANTE,"SAENZ PEÃƒâ€˜A, LUIS, PRES. 193",Monserrat,Comuna 1
1556,EL BARCITO,RESTAURANTE,BRASIL 3195,Parque Patricios,Comuna 4
747,EL BAR.COM,BAR,SARMIENTO 2015,Balvanera,Comuna 3
2705,EL BAR DE ALLENDE,RESTAURANTE,"BEIRO, FRANCISCO AV. 4699",Villa Devoto,Comuna 11
1146,EL BAR DE BICHI Y KUKI,CAFE,AVELLANEDA AV. 2300,Flores,Comuna 7
1387,EL BAR DE LA ESQUINA,RESTAURANTE,MEXICO 536,Monserrat,Comuna 1
746,EL BAR DE YANI,BAR,SANCHEZ DE LORIA 802,Balvanera,Comuna 3
1389,EL BODEGON,RESTAURANTE,BALCARCE 378,Monserrat,Comuna 1
1233,EL BOLICHE,BAR,"VALLE, ARISTOBULO DEL 610",Boca,Comuna 4
2064,EL BOLICHE DE MANDO,RESTAURANTE,"BALBIN, RICARDO, DR. AV. 4881",Saavedra,Comuna 12
985,EL BOMBON,RESTAURANTE,"GOYENA, PEDRO AV. 627",Caballito,Comuna 6
1213,EL BRETON FENIX,RESTAURANTE,RIVADAVIA AV. 7800,Floresta,Comuna 10
152,EL BUEN GOURMET,RESTAURANTE,CHARCAS 4063,Palermo,Comuna 14
1292,EL BUEN GUSTO,RESTAURANTE,"PERON, EVA AV. 5587",Mataderos,Comuna 9
902,EL BURGUER MIX,RESTAURANTE,"MONTES DE OCA, MANUEL 1336",Barracas,Comuna 4
153,EL CABALLITO,RESTAURANTE,LAS HERAS GENERAL AV. 2995,Palermo,Comuna 14
1722,EL CAFE DE ARENALES,RESTAURANTE,ARENALES 3102,Recoleta,Comuna 2
986,EL CAFE DE CABALLITO,CAFE,RIVADAVIA AV. 5108,Caballito,Comuna 6
1554,EL CAFE DE LA ESQUINA,CAFE,CHICLANA AV. 2920,Parque Patricios,Comuna 4
2651,EL CAFE DEL VIDEO,CONFITERIA,ALVAREZ JONTE AV. 6199,Versalles,Comuna 10
582,EL CANO GRILL,RESTAURANTE,ELCANO AV. 3430,Colegiales,Comuna 13
2566,EL CARACOL,RESTAURANTE,BOLIVAR 1101,San Telmo,Comuna 1
1294,EL CEDRON,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 6101",Mataderos,Comuna 9
154,EL CEIBAL,RESTAURANTE,GUEMES 3402,Palermo,Comuna 14
748,EL CENADO,CAFE,VEDIA 1901,NuÃƒÂ±ez,Comuna 13
1390,EL CENTINELA,RESTAURANTE,MORENO 1594,Monserrat,Comuna 1
2222,EL CERRITO,RESTAURANTE,CERRITO 222,San Nicolas,Comuna 1
1484,EL CHAMUYO,RESTAURANTE,"BELAUSTEGUI, LUIS, Dr. 3202",Villa Santa Rita,Comuna 11
1214,EL CHAVAL,RESTAURANTE,RIVADAVIA AV. 8327,Floresta,Comuna 10
627,EL CHICHE,RESTAURANTE,CORRIENTES AV. 4642,Almagro,Comuna 5
1984,EL CLAUSTRO SANTA CATALINA RESTAURA,RESTAURANTE,SAN MARTIN 705,San Nicolas,Comuna 1
749,EL CLAVEL,CAFE,CORRIENTES AV. 2311,Balvanera,Comuna 3
1149,EL CLAVEL,CAFE,RIVADAVIA AV. 6766,Flores,Comuna 7
2224,EL CLAVEL DE EGIPTO,RESTAURANTE,CORRIENTES AV. 965,San Nicolas,Comuna 1
2223,EL CLAVEL DE SUAREZ,RESTAURANTE,CORRIENTES AV. 702,San Nicolas,Comuna 1
1325,EL CLAVO DE ORO,RESTAURANTE,LOPE DE VEGA AV. 1501,Monte Castro,Comuna 10
1326,EL CLON,RESTAURANTE,ALVAREZ JONTE AV. 5164,Monte Castro,Comuna 10
506,EL COCOROCO,RESTAURANTE,AMENABAR 2415,Belgrano,Comuna 13
988,EL COLECCIONISTA,CAFE,RIVADAVIA AV. 4929,Caballito,Comuna 6
903,EL CORDOBES,RESTAURANTE,RIO CUARTO 1308,Barracas,Comuna 4
1235,EL CORSARIO,BAR,DON PEDRO DE MENDOZA AV. 1987,Boca,Comuna 4
2225,EL CRACK,RESTAURANTE,VIAMONTE 1379,San Nicolas,Comuna 1
987,EL CREADOR,RESTAURANTE,"GOYENA, PEDRO AV. 99",Caballito,Comuna 6
1295,EL CRIOLLITO,RESTAURANTE,DE LOS CORRALES AV. 6575,Mataderos,Comuna 9
1985,EL CUARTITO,RESTAURANTE,TALCAHUANO 937,Retiro,Comuna 1
1105,EL DEPO,BAR,PAVON 1201,Constitucion,Comuna 1
989,EL DESTINO,RESTAURANTE,DIAZ VELEZ AV. 5568,Caballito,Comuna 6
2226,EL DORADO,RESTAURANTE,CORDOBA AV. 622,San Nicolas,Comuna 1
1724,EL DORADO,RESTAURANTE,"ALVEAR, MARCELO T. De 1600",Recoleta,Comuna 2
1392,EL DUENDE,RESTAURANTE,SAN JOSE 93,Monserrat,Comuna 1
1391,EL DUENDE BAR,BAR,CHILE 495,Monserrat,Comuna 1
2706,EL EDEN,PUB,SAN MARTIN AV. 6896,Villa Devoto,Comuna 11
2757,EL EDEN,PUB,ALVAREZ THOMAS AV. 2163,Villa Ortuzar,Comuna 15
155,EL ENCANTO,RESTAURANTE,BONPLAND 1642,Palermo,Comuna 14
1296,EL ENCUENTRO,,"DE LA TORRE, LISANDRO AV. 2375",Mataderos,Comuna 9
752,EL ENCUENTRO,RESTAURANTE,"MITRE, BARTOLOME 2202",Balvanera,Comuna 3
750,EL ENCUENTRO,RESTAURANTE,"YRIGOYEN, HIPOLITO 3002",Balvanera,Comuna 3
1106,EL ENCUENTRO,RESTAURANTE,"CALVO, CARLOS 400",San Telmo,Comuna 1
156,EL ENDIABLADO,RESTAURANTE,FRAY JUSTO SANTAMARIA DE ORO 2517,Palermo,Comuna 14
1393,EL ESCORIAL,BAR,LIMA 215,Monserrat,Comuna 1
2789,EL ESCORIAL,CAFE,"CHILAVERT, MARTINIANO, CORONEL 6287",Villa Riachuelo,Comuna 8
751,EL ESPAÃƒâ€˜OL,RESTAURANTE,RINCON 196,Balvanera,Comuna 3
157,EL ESTANCIERO,RESTAURANTE,BAEZ 202,Palermo,Comuna 14
1234,EL ESTAÃƒâ€˜O,BAR,"VALLE, ARISTOBULO DEL 1100",Boca,Comuna 4
2228,EL EVENTO,RESTAURANTE,VIAMONTE 1380,San Nicolas,Comuna 1
2229,EL FARO,RESTAURANTE,CORRIENTES AV. 1392,San Nicolas,Comuna 1
629,EL FAROL,RESTAURANTE,ROCAMORA 4599,Almagro,Comuna 5
2567,EL FEDERAL,BAR,"CALVO, CARLOS 599",San Telmo,Comuna 1
158,EL FEDERAL,RESTAURANTE,HONDURAS 5254,Palermo,Comuna 14
159,EL FEDERAL. PULPERIA,RESTAURANTE,SERRANO 1507,Palermo,Comuna 14
2227,EL FIGON DE BONILLA,RESTAURANTE,"ALEM, LEANDRO N. AV. 673",San Nicolas,Comuna 1
160,EL FOGON,RESTAURANTE,JUNCAL 4602,Palermo,Comuna 14
1327,EL FORTIN,RESTAURANTE,LOPE DE VEGA AV. y ALVAREZ JONTE AV.,Monte Castro,Comuna 10
2065,EL FORTIN,RESTAURANTE,CABILDO AV. 4702,Saavedra,Comuna 12
753,EL FRESNO,RESTAURANTE,"MITRE, BARTOLOME 2539",Balvanera,Comuna 3
1726,EL GALEANO,BAR,"ALVEAR, MARCELO T. De 2101",Recoleta,Comuna 2
161,EL GALEON,RESTAURANTE,SANTA FE AV. 4002,Palermo,Comuna 14
2230,EL GALLO,BAR,RIVADAVIA AV. 1345,San Nicolas,Comuna 1
1987,EL GALPON,RESTAURANTE,URUGUAY 1078,Recoleta,Comuna 2
1525,EL GARFIO,CAFE,DIRECTORIO AV. 2699,Flores,Comuna 7
2668,EL GATO,RESTAURANTE,HUMBOLDT 17,Villa Crespo,Comuna 15
2231,EL GATO NEGRO,BAR,CORRIENTES AV. 1669,San Nicolas,Comuna 1
1109,EL GAUCHITO GIL,RESTAURANTE,SALTA 1567,Constitucion,Comuna 1
1557,EL GLOBITO,CAFE,CASEROS AV. 3015,Parque Patricios,Comuna 4
1394,EL GLOBO,RESTAURANTE,"YRIGOYEN, HIPOLITO 1199",Monserrat,Comuna 1
162,EL GORRITI RESTAURANT,RESTAURANTE,GORRITI 3780,Palermo,Comuna 14
1147,EL GOSTARAZO II,RESTAURANTE,SAN PEDRITO AV. 250,Flores,Comuna 7
754,EL GRADUADO,CAFE,CALLAO AV. 498,Balvanera,Comuna 3
1725,EL GRADUADO,BAR,PARAGUAY 2038,Recoleta,Comuna 2
1555,EL GRAN ESPAÃƒâ€˜OL,RESTAURANTE,LA RIOJA 2161,Parque Patricios,Comuna 4
1269,EL GRAN PODER RESTAURANT,RESTAURANTE,"PAZ, GRAL. AV. 10766",Liniers,Comuna 9
2708,EL GRIEGO,PUB,"BEIRO, FRANCISCO AV. 5293",Villa Devoto,Comuna 11
2774,EL GRILL,PUB,MOSCONI GENERAL AV. 2502,Villa Pueyrredon,Comuna 12
1727,EL GUARANI,RESTAURANTE,PUEYRREDON AV. 1106,Recoleta,Comuna 2
2633,EL HALCON,RESTAURANTE,RIVADAVIA AV. 8451,Floresta,Comuna 10
2569,EL HIPOPOTAMO,BAR,BRASIL 401,San Telmo,Comuna 1
1558,EL HURACAN,RESTAURANTE,CASEROS AV. 2807,Parque Patricios,Comuna 4
1733,ELIEL,RESTAURANTE,LARREA 1541,Recoleta,Comuna 2
1395,EL IMPARCIAL,RESTAURANTE,"YRIGOYEN, HIPOLITO 1201",Monserrat,Comuna 1
2707,EL IMPERIAL,RESTAURANTE,BERMUDEZ 3198,Villa Devoto,Comuna 11
565,EL IMPERIO DE LA PIZZA,RESTAURANTE,CORRIENTES AV. 6891,Chacarita,Comuna 15
2232,EL JARDIN,RESTAURANTE,RIVADAVIA AV. 715,San Nicolas,Comuna 1
1729,EL KOZAKO,RESTAURANTE,JUNIN 1460,Recoleta,Comuna 2
990,EL LAZO,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 334",Caballito,Comuna 6
756,EL LITORAL,CAFE,PASCO 2200,Parque Patricios,Comuna 4
2066,EL MADROÃƒâ€˜O,RESTAURANTE,CABILDO AV. 3874,Saavedra,Comuna 12
1215,EL MALECON,RESTAURANTE,AVELLANEDA AV. 3901,Floresta,Comuna 10
163,EL MANTO,RESTAURANTE,COSTA RICA 5801,Palermo,Comuna 14
2828,EL MERCADO,RESTAURANTE,SALOTTI MARTHA 445,Puerto Madero,Comuna 1
1396,EL MESON DE DON ENRIQUE,RESTAURANTE,BELGRANO AV. 1696,Monserrat,Comuna 1
992,EL METRO,RESTAURANTE,LA PLATA AV. 1385,Parque Chacabuco,Comuna 7
1537,EL METRO,RESTAURANTE,LA PLATA AV. 1385,Parque Chacabuco,Comuna 7
1599,EL MIRASOL DE PUERTO MADERO,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 202",Puerto Madero,Comuna 1
628,EL MOSQUITO,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 4499",Almagro,Comuna 5
1589,EL MOTIVO,RESTAURANTE,SAN MARTIN AV. 3305,Paternal,Comuna 15
1986,EL MUELLE,PUB,"ALEM, LEANDRO N. AV. 1024",Retiro,Comuna 1
2776,EL MURAL,RESTAURANTE,MOSCONI GENERAL AV. 2433,Villa Pueyrredon,Comuna 12
164,EL MYSTICO,RESTAURANTE,GORRITI 5902,Palermo,Comuna 14
2234,EL NACIONAL,RESTAURANTE,SUIPACHA 201,San Nicolas,Comuna 1
2568,EL NACIONAL,RESTAURANTE,ESTADOS UNIDOS 302,San Telmo,Comuna 1
2233,EL NAVEGANTE,RESTAURANTE,VIAMONTE 154,San Nicolas,Comuna 1
1398,EL NIDO,RESTAURANTE,BELGRANO AV. 126,Monserrat,Comuna 1
507,EL NIÃƒâ€˜O JULIO,RESTAURANTE,MONROE 2701,Belgrano,Comuna 13
1728,EL NORTE,RESTAURANTE,"URIBURU JOSE E., Pres. 1680",Recoleta,Comuna 2
165,EL NOVILLO ALEGRE,RESTAURANTE,GOROSTIAGA 1833,Palermo,Comuna 14
755,EL NUEVO HENRY BAR,CAFE,VIAMONTE 1301,San Nicolas,Comuna 1
1236,EL NUEVO MILENIO,BAR,"VILLAFAÃƒâ€˜E, WENCESLAO 412",Boca,Comuna 4
757,EL NUEVO NICO,CAFE,RIVADAVIA AV. 2714,Balvanera,Comuna 3
1397,EL NUEVO PUENTE,RESTAURANTE,BELGRANO AV. 233,Monserrat,Comuna 1
1559,EL NUEVO REFUGIO,RESTAURANTE,CASEROS AV. 2700,Parque Patricios,Comuna 4
2083,EL NUEVO RINCON,,INDEPENDENCIA AV. 2088,San Cristobal,Comuna 3
2570,EL OASIS,RESTAURANTE,SAN JUAN AV. 600,San Telmo,Comuna 1
1237,EL OBRERO,RESTAURANTE,"CAFFARENA, AGUSTIN R. 64",Boca,Comuna 4
1730,EL OLMO,RESTAURANTE,SANTA FE AV. 2502,Recoleta,Comuna 2
2235,EL OMBU,RESTAURANTE,SARMIENTO 775,San Nicolas,Comuna 1
1148,EL OMBU,,VARELA AV. 1296,Flores,Comuna 7
1150,EL OMBU,RESTAURANTE,"ALVAREZ, DONATO, Tte. Gral. 1096",Flores,Comuna 7
1560,EL OMBU PARRILLA BAR,RESTAURANTE,PATAGONES 2976,Parque Patricios,Comuna 4
2238,EL PALACIO DE LA PAPA FRITA,RESTAURANTE,CORRIENTES AV. 1612,San Nicolas,Comuna 1
2236,EL PALACIO DE LA PAPA FRITA,RESTAURANTE,LAVALLE 735,San Nicolas,Comuna 1
2237,EL PALACIO DE LA PAPA FRITA,RESTAURANTE,LAVALLE 954,San Nicolas,Comuna 1
2239,EL PALACIO DE LA PIZZA,RESTAURANTE,CORRIENTES AV. 751,San Nicolas,Comuna 1
758,EL PALACIO DEL SANDWICH,RESTAURANTE,AZCUENAGA 270,Balvanera,Comuna 3
991,EL PALACIO I,,RIVADAVIA AV. 4994,Caballito,Comuna 6
904,EL PAMPA,BAR,"MONTES DE OCA, MANUEL 1051",Barracas,Comuna 4
2240,EL PAPILLON,CONFITERIA,SUIPACHA 202,San Nicolas,Comuna 1
1561,EL PARQUE,CONFITERIA,CASEROS AV. 3001,Parque Patricios,Comuna 4
166,EL PARRILLON DE RECOLETA,RESTAURANTE,DEL LIBERTADOR AV. 3880,Palermo,Comuna 14
1988,EL PASEO,PUB,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1634",Retiro,Comuna 1
1989,EL PASEO CAE,CAFE,CERRITO 1070,Retiro,Comuna 1
2241,EL PATIO,CONFITERIA,RECONQUISTA 269,San Nicolas,Comuna 1
2571,EL PATIO DE SAN TELMO,RESTAURANTE,PIEDRAS 1316,San Telmo,Comuna 1
906,EL PATO,BAR,GONCALVES DIAS 885,Barracas,Comuna 4
2242,EL PATO DE SAN RAMON,RESTAURANTE,RECONQUISTA 269,San Nicolas,Comuna 1
167,EL PENSADOR,RESTAURANTE,PARAGUAY 4495,Palermo,Comuna 14
2572,EL PERRO ANDALUZ,RESTAURANTE,DEFENSA 1066,San Telmo,Comuna 1
2243,EL PETOLO,RESTAURANTE,CORRIENTES AV. 485,San Nicolas,Comuna 1
2800,EL PINDAL,RESTAURANTE,MONROE 5100,Villa Urquiza,Comuna 12
1151,EL PINGÃƒÅ“INO,,GAONA AV. 3302,Flores,Comuna 7
168,EL PINGÃƒÅ“INO DE PALERMO,RESTAURANTE,PARAGUAY 4496,Palermo,Comuna 14
1399,EL PIRINGUNDIN,RESTAURANTE,CHILE AV. 355,Monserrat,Comuna 1
2635,EL PLATO VOLADOR,RESTAURANTE,ALVAREZ JONTE AV. 4100,Monte Castro,Comuna 10
993,EL POLLO RICARDO,,HUALFIN 1100,Caballito,Comuna 6
760,EL PONCHO,RESTAURANTE,"URIBURU JOSE E., Pres. 215",Balvanera,Comuna 3
566,EL POPULAR,RESTAURANTE,"LACROZE, FEDERICO AV. 3800",Chacarita,Comuna 15
2244,EL PORTAL,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 681",San Nicolas,Comuna 1
2788,EL PORTEÃƒâ€˜O,RESTAURANTE,"CHILAVERT, MARTINIANO, CORONEL 6693",Villa Riachuelo,Comuna 8
2573,EL PORTON,BAR,CHILE AV. 362,San Telmo,Comuna 1
169,EL PORTUGUES,RESTAURANTE,BAEZ 499,Palermo,Comuna 14
170,EL PREFERIDO DE PALERMO,RESTAURANTE,"BORGES, JORGE LUIS 2108",Palermo,Comuna 14
905,EL PROGRESO,BAR,"MONTES DE OCA, MANUEL 1702",Barracas,Comuna 4
907,EL PUENTECITO,BAR,LUJAN 2101,Barracas,Comuna 4
1238,EL PUERTO DE ARIEL,RESTAURANTE,"BROWN, ALTE. AV. 1061",Boca,Comuna 4
171,EL PURGATORIO,RESTAURANTE,"BORGES, JORGE LUIS 1766",Palermo,Comuna 14
2574,EL QUEBRACHO,BAR,"GARAY, JUAN DE AV. 601",San Telmo,Comuna 1
908,EL QUEQUE,RESTAURANTE,VIEYTES 1184,Barracas,Comuna 4
2245,EL QUERANDI,RESTAURANTE,PERU 302,Monserrat,Comuna 1
1107,EL QUIJOTE,RESTAURANTE,BRASIL 1499,Constitucion,Comuna 1
2246,EL RAGU. PARRILLA AL PASO,RESTAURANTE,VIAMONTE 948,San Nicolas,Comuna 1
172,EL RAPIDO,RESTAURANTE,GODOY CRUZ 2623,Palermo,Comuna 14
2669,EL RAYO,,DARWIN 14,Villa Crespo,Comuna 15
759,EL REBUSQUE,RESTAURANTE,JUNIN 387,Balvanera,Comuna 3
2247,EL RECOLETO,RESTAURANTE,RECONQUISTA 602,San Nicolas,Comuna 1
2575,EL RECORD,CONFITERIA,PIEDRAS 1098,San Telmo,Comuna 1
2577,EL RECREO,CONFITERIA,"CALVO, CARLOS 599",San Telmo,Comuna 1
2576,EL REFUGIO DEL ARLEQUIN,RESTAURANTE,DEFENSA 705,San Telmo,Comuna 1
910,EL REMANSO,RESTAURANTE,PI Y MARGALL 1300,Barracas,Comuna 4
1297,EL RENACER DE ARTURITO,RESTAURANTE,"PERON, EVA AV. 7201",Mataderos,Comuna 9
173,EL RESCATE DE DORYA,RESTAURANTE,BONPLAND 1762,Palermo,Comuna 14
2248,EL RESORTE,CAFE,VIAMONTE 1499,San Nicolas,Comuna 1
2249,EL RETORNO,CAFE,"ALEM, LEANDRO N. AV. 564",San Nicolas,Comuna 1
174,EL REY DEL VINO,RESTAURANTE,PARAGUAY 5001,Palermo,Comuna 14
1400,EL RINCON,RESTAURANTE,SALTA 495,Monserrat,Comuna 1
994,EL RINCONCITO,RESTAURANTE,"GOYENA, PEDRO AV. 296",Caballito,Comuna 6
2775,EL RINCON DE ANTONIO,RESTAURANTE,MOSCONI GENERAL AV. 2778,Villa Pueyrredon,Comuna 12
1536,EL RINCON DE HUGO,RESTAURANTE,"PERON, EVA AV. 2100",Parque Chacabuco,Comuna 7
2744,EL RINCON DE MARCOS,CAFE,"PERON, EVA AV. 4008",Parque Avellaneda,Comuna 9
2252,EL RONCAL,RESTAURANTE,25 DE MAYO 688,San Nicolas,Comuna 1
2250,EL RONCAL,RESTAURANTE,"PELLEGRINI, CARLOS 163",San Nicolas,Comuna 1
2251,EL RONCAL,RESTAURANTE,RECONQUISTA 584,San Nicolas,Comuna 1
1991,EL SALMON DOS,CAFE,RECONQUISTA 1014,Retiro,Comuna 1
1731,EL SANJUANINO,RESTAURANTE,SANCHEZ DE BUSTAMANTE 1788,Recoleta,Comuna 2
1402,EL SITIO,RESTAURANTE,DE MAYO AV. 1354,Monserrat,Comuna 1
2709,EL SITIO Y COMA...,RESTAURANTE,"BEIRO, FRANCISCO AV. 4445",Villa Devoto,Comuna 11
631,EL SOL,RESTAURANTE,MEDRANO AV. 99,Almagro,Comuna 5
175,EL SOL,RESTAURANTE,"CABRERA, JOSE A. 6099",Palermo,Comuna 14
2254,EL SOLAR,RESTAURANTE,VIAMONTE 1452,San Nicolas,Comuna 1
995,EL SOLAR,RESTAURANTE,DIRECTORIO AV. 471,Caballito,Comuna 6
1732,EL SOSIEGO,RESTAURANTE,PARAGUAY 1524,Recoleta,Comuna 2
996,EL SULKY,RESTAURANTE,VIEL 712,Caballito,Comuna 6
999,EL SURTIDOR,RESTAURANTE,"ACEVEDO, EDUARDO 373",Caballito,Comuna 6
176,EL TALLER,RESTAURANTE,SERRANO 1595,Palermo,Comuna 14
1990,EL TEATRO,BAR,CORDOBA AV. 1225,Retiro,Comuna 1
2253,EL TELE,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 1307",San Nicolas,Comuna 1
177,EL TIMON,RESTAURANTE,DORREGO 1649,Palermo,Comuna 14
1526,EL TORITO,CAFE,BRUIX AV. 4797,Parque Avellaneda,Comuna 9
2255,EL TOSTADERO,RESTAURANTE,TUCUMAN 1349,San Nicolas,Comuna 1
2672,EL TRACTOR,,CORDOBA AV. 5302,Villa Crespo,Comuna 15
178,EL TRAPICHE,RESTAURANTE,PARAGUAY 1500,Recoleta,Comuna 2
1401,EL TREBOL,CAFE,LIMA 317,Monserrat,Comuna 1
1734,EL TREBOL,RESTAURANTE,SANTA FE AV. 2198,Recoleta,Comuna 2
2256,EL TRIDENTE,BAR,RIVADAVIA AV. 1201,San Nicolas,Comuna 1
1152,EL VALENCIANO,RESTAURANTE,MORON 2999,Flores,Comuna 7
1330,EL VASQUITO,RESTAURANTE,LOPE DE VEGA AV. 1912,Monte Castro,Comuna 10
1992,EL VERDE,BAR,RECONQUISTA 878,Retiro,Comuna 1
2257,EL VESUBIO,BAR,CORRIENTES AV. 1181,San Nicolas,Comuna 1
2578,EL VIEJO ALMACEN,RESTAURANTE,INDEPENDENCIA AV. 299,San Telmo,Comuna 1
1403,EL VIEJO ALMAFUERTE,CAFE,MEXICO 399,Monserrat,Comuna 1
761,EL VIEJO CAFE,RESTAURANTE,JUJUY AV. 108,Balvanera,Comuna 3
762,EL VIEJO JOSE MARTIN,RESTAURANTE,CORDOBA AV. 2312,Balvanera,Comuna 3
1086,EL VIVERO CAFE,RESTAURANTE,MONROE 3701,Coghlan,Comuna 12
