id_local,nombre,categoria,direccion,barrio,comuna
1404,ELVO,RESTAURANTE,ENTRE RIOS AV. 340,Monserrat,Comuna 1
2801,EL WOK,,MONROE 5447,Villa Urquiza,Comuna 12
179,EMBRUJO,RESTAURANTE,GORRITI 5612,Palermo,Comuna 14
1601,EMBRUJO RESTO,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 176",Puerto Madero,Comuna 1
2258,EMBRUJO RESTO,RESTAURANTE,CORDOBA AV. 1344,San Nicolas,Comuna 1
1993,EMPIRE THAI,RESTAURANTE,TRES SARGENTOS 427,Retiro,Comuna 1
567,ENCUENTROS,RESTAURANTE,"LACROZE, FEDERICO AV. 3502",Chacarita,Comuna 15
763,ENOL,RESTAURANTE,CORRIENTES AV. 2414,Balvanera,Comuna 3
764,EN PICADA,RESTAURANTE,INDEPENDENCIA AV. 3101,Balvanera,Comuna 3
765,ENTRETIEMPO,RESTAURANTE,JUNIN 698,Balvanera,Comuna 3
180,EPICUREOS,RESTAURANTE,SOLDADO DE LA INDEPENDENCIA 851,Palermo,Comuna 14
2803,ESCENCIA CRIOLLA,,DE LOS CONSTITUYENTES AV. 6099,Villa Urquiza,Comuna 12
2259,ESMERALDA,RESTAURANTE,ESMERALDA 15,San Nicolas,Comuna 1
181,ESPACIO MIRADA,RESTAURANTE,SOLER 5802,Palermo,Comuna 14
182,ESPACIO MIRADA,RESTAURANTE,NICARAGUA 5802,Palermo,Comuna 14
183,ESPACIO RENATA,RESTAURANTE,MALABIA 1835,Palermo,Comuna 14
2260,ESPRESSO,RESTAURANTE,SARMIENTO 684,San Nicolas,Comuna 1
2261,ESPRESSO,RESTAURANTE,PARANA 571,San Nicolas,Comuna 1
1406,ESPRESSO,RESTAURANTE,BELGRANO AV. 400,Monserrat,Comuna 1
1153,ESQUINA ALBERDI,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 1907",Flores,Comuna 7
945,ESQUINA DE OSVALDO PUGLIESE,,BOEDO AV. 909,Boedo,Comuna 5
947,ESQUINA HOMERO MANZI,,SAN JUAN AV. 3601,Boedo,Comuna 5
2819,Esquina Taki,BAR,GARCIA DEL RIO AV. 3003,Saavedra,Comuna 12
2581,ESQUINA TANGO,RESTAURANTE,BALCARCE 749,San Telmo,Comuna 1
1405,ESTACION PUEBLO,RESTAURANTE,BELGRANO AV. 502,Monserrat,Comuna 1
1600,ESTILO CAMPO,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1840",Puerto Madero,Comuna 1
909,ESTUDIANTE,BAR,"MONTES DE OCA, MANUEL 1312",Barracas,Comuna 4
583,ESTUDIO BAR,RESTAURANTE,CIUDAD DE LA PAZ 1073,Colegiales,Comuna 13
1735,ETNIAS,RESTAURANTE,BERUTI 3759,Palermo,Comuna 14
2262,ETRE,RESTAURANTE,CORDOBA AV. 896,San Nicolas,Comuna 1
2263,EURO BAR,RESTAURANTE,TUCUMAN 628,San Nicolas,Comuna 1
2579,EUROPA,RESTAURANTE,"CALVO, CARLOS 678",San Telmo,Comuna 1
2264,EVER GREEN,RESTAURANTE,ESMERALDA 333,San Nicolas,Comuna 1
1298,EXCLUSIVE PUB,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 4996",Mataderos,Comuna 9
1995,EXEDRA,RESTAURANTE,CORDOBA AV. 999,Retiro,Comuna 1
2266,EXPRESS,RESTAURANTE,TUCUMAN 801,San Nicolas,Comuna 1
766,EXPRESSO,RESTAURANTE,"YRIGOYEN, HIPOLITO AV. 300",Monserrat,Comuna 1
184,FABIANO CAFE,BAR,UGARTECHE 3101,Palermo,Comuna 14
769,FABRIZZIO,RESTAURANTE,BELGRANO AV. 3201,Balvanera,Comuna 3
2265,FACTURY,RESTAURANTE,PARANA 610,San Nicolas,Comuna 1
1737,FACUNDO,RESTAURANTE,"ALVEAR, MARCELO T. De 1502",Recoleta,Comuna 2
767,FACUNDO,CAFE,LARREA 692,Balvanera,Comuna 3
584,FAIRUZ,,"LACROZE, FEDERICO AV. 3228",Colegiales,Comuna 13
2267,FAMA,RESTAURANTE,25 DE MAYO 152,San Nicolas,Comuna 1
509,FAMILY,RESTAURANTE,CABILDO AV. 2629,Belgrano,Comuna 13
2268,FARANDULA,RESTAURANTE,CORRIENTES AV. 1601,San Nicolas,Comuna 1
997,FARAON,PUB,"GOYENA, PEDRO AV. 1699",Caballito,Comuna 6
1736,FARINA,RESTAURANTE,AYACUCHO 1174,Recoleta,Comuna 2
770,FARO DE ONS,CAFE,VIAMONTE 2194,Balvanera,Comuna 3
948,FAROLITO,,CHICLANA AV. 3819,Boedo,Comuna 5
771,FAUSTO,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 2546",Balvanera,Comuna 3
768,FAUSTO,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 2546",Balvanera,Comuna 3
773,FAX,BAR,AYACUCHO 302,Balvanera,Comuna 3
1299,FEDERACION GAUCHA PORTEÃƒâ€˜A,RESTAURANTE,DE LOS CORRALES AV. 6574,Mataderos,Comuna 9
186,FEED BACK,BAR,CHARCAS 3359,Palermo,Comuna 14
772,FEELING,RESTAURANTE,VIAMONTE 1850,Balvanera,Comuna 3
185,FELIX,RESTAURANTE,HONDURAS 4096,Palermo,Comuna 14
1994,FENICIA,RESTAURANTE,"PELLEGRINI, CARLOS 1061",Retiro,Comuna 1
187,FERNANDO,RESTAURANTE,GODOY CRUZ 2796,Palermo,Comuna 14
1154,FIAMMA,RESTAURANTE,RIVADAVIA AV. 6501,Flores,Comuna 7
2638,FIDEITAS,RESTAURANTE,RIVADAVIA AV. 8502,Velez Sarsfield,Comuna 10
1000,FILADELFIA,PUB,"JUSTO, JUAN B. AV. 4102",Caballito,Comuna 6
188,FILIPPO,RESTAURANTE,"LACROZE, FEDERICO 1802",Palermo,Comuna 14
1738,FILIPPO,RESTAURANTE,SANTA FE AV. 1802,Recoleta,Comuna 2
1741,FILIPPO,RESTAURANTE,SANTA FE AV. 1660,Recoleta,Comuna 2
1996,FILO,RESTAURANTE,SAN MARTIN 975,Retiro,Comuna 1
1155,FIRST,RESTAURANTE,RIVADAVIA AV. 7500,Flores,Comuna 7
2670,FITO'S BAR,,"JUSTO, JUAN B. AV. 3177",Villa Crespo,Comuna 15
2270,FLAMINGO,RESTAURANTE,URUGUAY 186,San Nicolas,Comuna 1
1739,FLOPY,RESTAURANTE,PARAGUAY 3088,Recoleta,Comuna 2
1997,FLORA,RESTAURANTE,URUGUAY 862,Recoleta,Comuna 2
1742,FLORA,RESTAURANTE,URUGUAY 862,Recoleta,Comuna 2
189,FLORENCIA,RESTAURANTE,URIARTE 2461,Palermo,Comuna 14
1740,FLORENCIA PLAZA,RESTAURANTE,"ALVEAR, MARCELO T. De 1649",Recoleta,Comuna 2
2269,FLORENTINA,CONFITERIA,25 DE MAYO 318,San Nicolas,Comuna 1
2271,FLORIDA CITY,CONFITERIA,FLORIDA 122,San Nicolas,Comuna 1
2272,FLORIDA STREET,RESTAURANTE,TUCUMAN 593,San Nicolas,Comuna 1
1743,FOGON CORDOBES,RESTAURANTE,LARREA 850,Recoleta,Comuna 2
1156,FOGON DE LOS AMIGOS,RESTAURANTE,RIVADAVIA AV. 7497,Flores,Comuna 7
2273,FOJA CERO,RESTAURANTE,LAVALLE 1489,San Nicolas,Comuna 1
1538,FONDUE PER NOI,RESTAURANTE,LA PLATA AV. 1501,Parque Chacabuco,Comuna 7
1744,FOODIE,RESTAURANTE,AZCUENAGA 1396,Recoleta,Comuna 2
568,FOREST HILL,RESTAURANTE,FOREST AV. 606,Chacarita,Comuna 15
2274,FOREST HILLS,RESTAURANTE,TUCUMAN 699,San Nicolas,Comuna 1
2802,FORRADO,RESTAURANTE,DE LOS CONSTITUYENTES AV. 6220,Villa Pueyrredon,Comuna 12
2276,FORUM,RESTAURANTE,VIAMONTE 1402,San Nicolas,Comuna 1
1158,FOSTER,RESTAURANTE,SAN PEDRITO AV. 58,Flores,Comuna 7
2275,FOTOBAR,RESTAURANTE,SAN MARTIN 430,San Nicolas,Comuna 1
1562,FRAGA,CONFITERIA,LAVARDEN 200,Parque Patricios,Comuna 4
1746,FRANCINE,RESTAURANTE,ARENALES 3199,Recoleta,Comuna 2
774,FRANCO'S,RESTAURANTE,JUJUY AV. 299,Balvanera,Comuna 3
2673,FRANKFURT,,"PUEYRREDON, HONORIO, DR. AV. 1121",Villa Crespo,Comuna 15
1745,FRAPPE,RESTAURANTE,PUEYRREDON AV. 2501,Recoleta,Comuna 2
1503,FRAPPE,RESTAURANTE,CABILDO AV. 4561,NuÃƒÂ±ez,Comuna 13
1747,FRATEMPO,RESTAURANTE,PUEYRREDON AV. 1907,Recoleta,Comuna 2
1539,FREDU II,RESTAURANTE,DIRECTORIO AV. 686,Parque Chacabuco,Comuna 7
585,FREE WAY,,"LACROZE, FEDERICO AV. 2870",Colegiales,Comuna 13
510,FREE WORD,RESTAURANTE,JURAMENTO AV. 2433,Belgrano,Comuna 13
2582,FREIBURGUER HOF,RESTAURANTE,CHILE AV. 308,San Telmo,Comuna 1
775,FRESAS,RESTAURANTE,CORDOBA AV. 2232,Balvanera,Comuna 3
190,FREUD & FAHLER,RESTAURANTE,GURRUCHAGA 1750,Palermo,Comuna 14
2277,FRIENDS,RESTAURANTE,TUCUMAN 925,San Nicolas,Comuna 1
2278,FRISCO,RESTAURANTE,SARMIENTO 765,San Nicolas,Comuna 1
998,FRULATO,CAFE,LA PLATA AV. 701,Caballito,Comuna 6
191,FUENSANTA,RESTAURANTE,CHARCAS 3301,Palermo,Comuna 14
2279,FUENTES,RESTAURANTE,25 DE MAYO 71,San Nicolas,Comuna 1
2281,FULBO,RESTAURANTE,SAN MARTIN 687,San Nicolas,Comuna 1
2691,FURCOL,RESTAURANTE,"LAMARCA, EMILIO 2101",Villa Del Parque,Comuna 11
511,FU RU HAI,RESTAURANTE,AMENABAR 2381,Belgrano,Comuna 13
586,FUSION,,ALVAREZ THOMAS AV. 535,Colegiales,Comuna 13
2280,FUSSION,RESTAURANTE,MAIPU 710,San Nicolas,Comuna 1
634,FUZUE,RESTAURANTE,TUCUMAN 3446,Almagro,Comuna 5
776,GABRIEL,RESTAURANTE,MORENO 2402,Balvanera,Comuna 3
778,GALAXY,RESTAURANTE,AZCUENAGA 411,Balvanera,Comuna 3
777,GALILEO,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 2555",Balvanera,Comuna 3
2085,GAMA,,INDEPENDENCIA AV. 2296,San Cristobal,Comuna 3
1748,GANDHI,CAFE,CORDOBA AV. 2515,Recoleta,Comuna 2
512,GARBIS,RESTAURANTE,MONROE 1799,Belgrano,Comuna 13
192,GARBIS,CONFITERIA,"SCALABRINI ORTIZ, RAUL 3190",Palermo,Comuna 14
2282,GARIK,BAR,SARMIENTO 1249,San Nicolas,Comuna 1
2580,GAUCHITO 2Ã‚Â§,RESTAURANTE,INDEPENDENCIA AV. 371,San Telmo,Comuna 1
2777,GAVILAN,CAFE,MOSCONI GENERAL AV. 2982,Villa Pueyrredon,Comuna 12
2671,GAZEBO,,CORRIENTES AV. 5300,Villa Crespo,Comuna 15
193,GAZEBO,RESTAURANTE,REPUBLICA ARABE SIRIA 3091,Palermo,Comuna 14
2283,GEDREZ,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 374",San Nicolas,Comuna 1
1750,GEMINIS,CAFE,CORDOBA AV. 2523,Recoleta,Comuna 2
587,GENERACION ARROBA,,"LACROZE, FEDERICO AV. 3466",Colegiales,Comuna 13
779,GENESIS,RESTAURANTE,"YRIGOYEN, HIPOLITO 1902",Balvanera,Comuna 3
194,GERONIMO BAR,RESTAURANTE,HONDURAS 3900,Palermo,Comuna 14
2285,GIANNI'S,RESTAURANTE,VIAMONTE 834,San Nicolas,Comuna 1
2284,GIANNIS'S,RESTAURANTE,25 DE MAYO 757,San Nicolas,Comuna 1
2583,GIBRALTAR,BAR,PERU 895,San Telmo,Comuna 1
1407,GIJON,RESTAURANTE,CHILE 1402,Monserrat,Comuna 1
1409,GINO,RESTAURANTE,"ROCA, JULIO A., PRESIDENTE AV. 586",Monserrat,Comuna 1
2287,GIORGIO,RESTAURANTE,RECONQUISTA 613,San Nicolas,Comuna 1
195,GIOVANE,BAR,"SCALABRINI ORTIZ, RAUL AV. 2401",Palermo,Comuna 14
1239,GIOVANI,RESTAURANTE,PI Y MARGALL 741,Boca,Comuna 4
1752,GIRASOLES,RESTAURANTE,PARAGUAY 2743,Recoleta,Comuna 2
196,GIRASOLES,BAR,ARMENIA 2397,Palermo,Comuna 14
197,GODI,RESTAURANTE,COSTA RICA 4538,Palermo,Comuna 14
2286,GOL BAR,BAR,VIAMONTE 1321,San Nicolas,Comuna 1
2288,GOLDEN,BAR,RECONQUISTA 699,San Nicolas,Comuna 1
2289,GOURMET,RESTAURANTE,RECONQUISTA 485,San Nicolas,Comuna 1
1408,GRACE RESTO BAR,BAR,IRIGOYEN 1799,Monte Castro,Comuna 10
2585,GRAN CANDOMBE,BAR,PERU 1302,San Telmo,Comuna 1
2291,GRAN COLON,RESTAURANTE,"ALEM, LEANDRO N. AV. 44",San Nicolas,Comuna 1
1410,GRAN COMET,BAR,PASEO COLON AV. 279,Monserrat,Comuna 1
1751,GRANDA BISTRO,RESTAURANTE,JUNIN 1281,Recoleta,Comuna 2
2290,GRAND KING HOTEL,RESTAURANTE,LAVALLE 560,San Nicolas,Comuna 1
2292,GRANIX RESTAURANT,RESTAURANTE,FLORIDA 165,San Nicolas,Comuna 1
1999,GRAN MARIN,RESTAURANTE,DEL LIBERTADOR AV. 1156,Recoleta,Comuna 2
1753,GRANT'S,RESTAURANTE,JUNIN 1155,Recoleta,Comuna 2
1411,GRAN VICTORIA,,"YRIGOYEN, HIPOLITO AV. 500",Monserrat,Comuna 1
198,GRAPPA,RESTAURANTE,EL SALVADOR 5802,Palermo,Comuna 14
199,GRATTO,RESTAURANTE,PARAGUAY 4678,Palermo,Comuna 14
200,GREEN BAMBOO,RESTAURANTE,COSTA RICA 5802,Palermo,Comuna 14
2293,GREEN & CO,RESTAURANTE,FLORIDA 787,San Nicolas,Comuna 1
1755,GRILLO'S,RESTAURANTE,CORDOBA AV. 3201,Recoleta,Comuna 2
2295,GRILL & SOJA,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 812",San Nicolas,Comuna 1
201,GUADALAJARA DE NOCHE,RESTAURANTE,GURRUCHAGA 1881,Palermo,Comuna 14
2296,GUERRIN,CAFE,CORRIENTES AV. 1368,San Nicolas,Comuna 1
2294,GUINEA,CAFE,CORDOBA AV. 1536,San Nicolas,Comuna 1
2758,GULA,PUB,FOREST AV. 1422,Villa Ortuzar,Comuna 15
202,GULA & BULLA,RESTAURANTE,"CARRANZA, ANGEL JUSTINIANO 1969",Palermo,Comuna 14
1001,GULE,CAFE,DIRECTORIO AV. 553,Caballito,Comuna 6
1754,GUSTOSO,CAFE,BILLINGHURST 1298,Recoleta,Comuna 2
1998,HABITUE,RESTAURANTE,PARAGUAY 700,Retiro,Comuna 1
203,HALINA,RESTAURANTE,ARAOZ 2806,Palermo,Comuna 14
2297,HAM & CHEESE,RESTAURANTE,SUIPACHA 714,San Nicolas,Comuna 1
204,HAMSE,RESTAURANTE,GORRITI 5616,Palermo,Comuna 14
205,HANAN,RESTAURANTE,"ALVAREZ, JULIAN 1272",Palermo,Comuna 14
2298,HANS,RESTAURANTE,VIAMONTE 1599,San Nicolas,Comuna 1
1603,HAPPENING,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 310",Puerto Madero,Comuna 1
1756,HARAS DEL NORTE,CAFE,"ALVEAR, MARCELO T. De 2201",Recoleta,Comuna 2
1604,HARBOR CAFE,RESTAURANTE,"DEALESSI, PIERINA 240",Puerto Madero,Comuna 1
1760,HARD ROCK CAFE,RESTAURANTE,PUEYRREDON AV. 2501,Recoleta,Comuna 2
2299,HAVANNA,CONFITERIA,CORRIENTES AV. 912,San Nicolas,Comuna 1
206,HAVANNA,RESTAURANTE,LAS HERAS GENERAL AV. 3602,Palermo,Comuna 14
1758,HAVANNA,CAFE,SANTA FE AV. 3148,Recoleta,Comuna 2
2301,HAVANNA,CONFITERIA,FLORIDA 523,San Nicolas,Comuna 1
1757,HAVANNA,RESTAURANTE,PUEYRREDON AV. 1802,Recoleta,Comuna 2
2300,HAVANNA,CONFITERIA,"PELLEGRINI, CARLOS 119",San Nicolas,Comuna 1
1759,HAVANNA,CAFE,PUEYRREDON AV. 1320,Recoleta,Comuna 2
632,HAVANNA,CAFE,RIVADAVIA AV. 3828,Almagro,Comuna 5
207,HELARTE,BAR,CHARCAS 3587,Palermo,Comuna 14
208,HENRY,BAR,GUATEMALA 4788,Palermo,Comuna 14
1761,HENRY J. BEAN'S,RESTAURANTE,JUNIN 1749,Recoleta,Comuna 2
209,HENRY J. BEAN'S,RESTAURANTE,ARCE 907,Palermo,Comuna 14
2302,HENRY'S,CAFE,TUCUMAN 269,San Nicolas,Comuna 1
1605,HEREDERO,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1140",Puerto Madero,Comuna 1
210,HERMANN,RESTAURANTE,SANTA FE AV. 3902,Palermo,Comuna 14
211,HILARIO,RESTAURANTE,HONDURAS 6000,Palermo,Comuna 14
1413,HIP BAR,,"YRIGOYEN, HIPOLITO 640",Monserrat,Comuna 1
780,HIPOCRATES,RESTAURANTE,"URQUIZA, Gral. 588",Balvanera,Comuna 3
2303,HIPOLITO,RESTAURANTE,SARMIENTO 948,San Nicolas,Comuna 1
781,HOLANDA BAR,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 2513",Balvanera,Comuna 3
2304,HOLLY,RESTAURANTE,ESMERALDA 360,San Nicolas,Comuna 1
1763,HOLLY FOOD,RESTAURANTE,RIOBAMBA 1068,Recoleta,Comuna 2
212,HOLLYWOOD,RESTAURANTE,DORREGO 1874,Colegiales,Comuna 13
213,HOLLYWOOD ALMACEN,RESTAURANTE,DORREGO 1879,Palermo,Comuna 14
1606,HONDO,RESTAURANTE,"COSSETTINI, OLGA 240",Puerto Madero,Comuna 1
1002,HONORIO,,"PUEYRREDON, HONORIO, DR. AV. 606",Caballito,Comuna 6
1762,HOOTERS,RESTAURANTE,"LOPEZ, VICENTE 2050",Recoleta,Comuna 2
1300,HORIZONTE ALGO DISTINTO,RESTAURANTE,"PERON, EVA AV. 7285",Mataderos,Comuna 9
214,HOT BAR,RESTAURANTE,HONDURAS 5640,Palermo,Comuna 14
2000,HOTEL ASPEN TOWERS,RESTAURANTE,PARAGUAY 557,Retiro,Comuna 1
2001,HOTEL DAZZLER,RESTAURANTE,DEL LIBERTADOR AV. 902,Recoleta,Comuna 2
2002,HOTEL PRESIDENTE,RESTAURANTE,CERRITO 850,Retiro,Comuna 1
782,HOTEL SARMIENTO PALACE,RESTAURANTE,SARMIENTO 1953,Balvanera,Comuna 3
2306,HOTEL SAVOY,RESTAURANTE,CALLAO AV. 181,San Nicolas,Comuna 1
2307,HOTEL VIAMONTE SUITES,RESTAURANTE,VIAMONTE 1373,San Nicolas,Comuna 1
2309,HOYD'S,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 489",San Nicolas,Comuna 1
911,HUGO CAFE,BAR,VIEYTES 1603,Barracas,Comuna 4
1216,HUSH BAR,CONFITERIA,GAONA AV. 4296,Floresta,Comuna 10
1412,IBERIA BAR,CAFE,DE MAYO AV. 1196,Monserrat,Comuna 1
2003,IBERICO,RESTAURANTE,CORDOBA AV. 1399,Retiro,Comuna 1
1005,IBIZA,,"JUSTO, JUAN B. AV. 4098",Caballito,Comuna 6
1240,IDEALE,RESTAURANTE,DON PEDRO DE MENDOZA AV. 1605,Boca,Comuna 4
1769,I'  KATENACIO,RESTAURANTE,LARREA 1541,Recoleta,Comuna 2
215,IL BACO,RESTAURANTE,AUSTRIA 2295,Recoleta,Comuna 2
1764,IL BACO,RESTAURANTE,AUSTRIA 2295,Recoleta,Comuna 2
1765,IL CAMMINETTO,RESTAURANTE,"DIAZ, CNEL. AV. 1651",Recoleta,Comuna 2
2308,IL FRATELLO,RESTAURANTE,TUCUMAN 688,San Nicolas,Comuna 1
2005,IL FUME,RESTAURANTE,SANTA FE AV. 1399,Retiro,Comuna 1
2311,IL GATO TRATTORIAS,RESTAURANTE,CORRIENTES AV. 959,San Nicolas,Comuna 1
2310,IL GATO TRATTORIAS,RESTAURANTE,CORRIENTES AV. 1269,San Nicolas,Comuna 1
2852,Il Gatto La Recova,RESTAURANTE,POSADAS 1052,Retiro,Comuna 1
216,IL GATTO TRATTORIAS,RESTAURANTE,BERUTI 3391,Palermo,Comuna 14
1607,IL GATTO TRATTORIAS,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1190",Puerto Madero,Comuna 1
1767,IL GATTO TRATTORIAS,,CALLAO AV. 1165,Recoleta,Comuna 2
2312,IL GRAN CAFE,RESTAURANTE,CORDOBA AV. 602,San Nicolas,Comuna 1
217,IL GRAN CARUSO,RESTAURANTE,GOROSTIAGA 1720,Palermo,Comuna 14
1609,IL GRAN CARUSSO,RESTAURANTE,"COSSETTINI, OLGA 799",Puerto Madero,Comuna 1
2004,IL GUFO CAFFE,RESTAURANTE,ARENALES 1002,Retiro,Comuna 1
1270,ILLIMANI,RESTAURANTE,RIVADAVIA AV. 10960,Liniers,Comuna 9
1766,IL MAGO,RESTAURANTE,GUIDO 1936,Recoleta,Comuna 2
588,IL SILENZIO,RESTAURANTE,"LORETO, Virrey 3093",Colegiales,Comuna 13
1768,ILUMINATI,RESTAURANTE,SANTA FE AV. 2587,Recoleta,Comuna 2
2067,IMAGEN,RESTAURANTE,"BALBIN, RICARDO, DR. AV. 4699",Saavedra,Comuna 12
513,IMAN,RESTAURANTE,ARRIBEÃƒâ€˜OS 2186,Belgrano,Comuna 13
2584,INDEPENDENCIA,BAR,PIEDRAS 764,San Telmo,Comuna 1
1414,INDIGO,CAFE,"YRIGOYEN, HIPOLITO 561",Monserrat,Comuna 1
589,INFRAGANTI,RESTAURANTE,ALVAREZ THOMAS AV. 499,Colegiales,Comuna 13
2313,IN - OUT,RESTAURANTE,LAVALLE 894,San Nicolas,Comuna 1
218,IO TE AMASSO,RESTAURANTE,MALABIA 1885,Palermo,Comuna 14
1157,IPANEMA,RESTAURANTE,RIVADAVIA AV. 706,Monserrat,Comuna 1
2006,IRIFUNE,RESTAURANTE,PARAGUAY 412,Retiro,Comuna 1
635,IRUPE,CAFE,RIVADAVIA AV. 4300,Almagro,Comuna 5
219,ITAMAE,RESTAURANTE,REPUBLICA ARABE SIRIA 3045,Palermo,Comuna 14
220,ITAMAE- SUSHI,RESTAURANTE,"ARGUIBEL, ANDRES 2813",Palermo,Comuna 14
221,JA!,RESTAURANTE,BONPLAND 1657,Palermo,Comuna 14
222,JADE,RESTAURANTE,UGARTECHE 3033,Palermo,Comuna 14
223,JANIO,RESTAURANTE,MALABIA 1805,Palermo,Comuna 14
590,JAPI,,CABILDO AV. 1308,Colegiales,Comuna 13
225,JARDIN JAPONES RESTAURANTE,RESTAURANTE,"CASARES AV. y FIGUEROA ALCORTA, PRES. AV.",Palermo,Comuna 14
1417,JARP'S,CAFE,"IRIGOYEN, BERNARDO de 378",Monserrat,Comuna 1
1003,JARRITO,CAFE,ROSARIO 400,Caballito,Comuna 6
1415,J.D,CAFE,SAN JOSE 300,Monserrat,Comuna 1
2314,JEREMIAS,RESTAURANTE,TALCAHUANO 394,San Nicolas,Comuna 1
783,JETRO,RESTAURANTE,CORDOBA AV. 2900,Balvanera,Comuna 3
2674,JIMBO,,CORRIENTES AV. 5400,Villa Crespo,Comuna 15
2586,JOAN BAR,BAR,HUMBERTO 1º 420,San Telmo,Comuna 1
1770,JOAN COLL POSADAS,RESTAURANTE,POSADAS 1387,Recoleta,Comuna 2
1160,JOAN PUB GENESIS IV,RESTAURANTE,RIVADAVIA AV. 7493,Flores,Comuna 7
1771,JOBS BAR,PUB,ARENALES 2932,Recoleta,Comuna 2
2315,JOSE ANTONIO,BAR,MONTEVIDEO 462,San Nicolas,Comuna 1
2007,JUANA M,RESTAURANTE,"PELLEGRINI, CARLOS 1535",Retiro,Comuna 1
2317,JUAN Y JUAN,BAR,LAVALLE 441,San Nicolas,Comuna 1
1506,JUAN Y JUAN,RESTAURANTE,"LARRALDE, CRISOLOGO AV. 1602",NuÃƒÂ±ez,Comuna 13
1608,JUMP BACK,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1808",Puerto Madero,Comuna 1
514,JUNGLA MAGICA,RESTAURANTE,"HERNANDEZ, JOSE 2753",Belgrano,Comuna 13
1773,JUNIN,PUB,JUNIN 1115,Recoleta,Comuna 2
784,JUSTINA,CAFE,"URIBURU JOSE E., Pres. 497",Balvanera,Comuna 3
1485,KANTUKA,RESTAURANTE,FOURNIER 2445,Nueva Pompeya,Comuna 4
1006,KARILI,CAFE,AVELLANEDA 399,Caballito,Comuna 6
1087,KASS,RESTAURANTE,MONROE AV. 3495,Coghlan,Comuna 12
1772,"KATMANDU, INDIA",RESTAURANTE,CORDOBA AV. 3547,Palermo,Comuna 14
1610,KATRINE,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 138",Puerto Madero,Comuna 1
1504,KEANU,RESTAURANTE,CRAMER AV. 3001,NuÃƒÂ±ez,Comuna 13
2316,KEFREN,RESTAURANTE,"PELLEGRINI, CARLOS 699",San Nicolas,Comuna 1
1774,KELLER'S,RESTAURANTE,FRENCH 2762,Recoleta,Comuna 2
226,KENTOCKY,RESTAURANTE,SANTA FE AV. 4602,Palermo,Comuna 14
2822,Kentucky,RESTAURANTE,TRIUNVIRATO AV. 4500,Villa Urquiza,Comuna 12
515,KENZO CAFE,RESTAURANTE,JURAMENTO AV. 1717,Belgrano,Comuna 13
2008,KILKENNY,RESTAURANTE,"ALVEAR, MARCELO T. De 399",Retiro,Comuna 1
2086,KING SAO,,INDEPENDENCIA AV. 1802,San Cristobal,Comuna 3
591,KITAYAMA,,"PINO, Virrey del 2448",Colegiales,Comuna 13
2070,KLASS,RESTAURANTE,"LARRALDE, CRISOLOGO AV. 3991",Saavedra,Comuna 12
1775,KOSOKA CLUB LIBANES,RESTAURANTE,JUNIN 1462,Recoleta,Comuna 2
227,KRISHNA,RESTAURANTE,MALABIA 1833,Palermo,Comuna 14
785,KULI,BAR,MORENO 2001,Balvanera,Comuna 3
228,KUNST,RESTAURANTE,CABELLO 3772,Palermo,Comuna 14
787,LA ACADEMIA,SANDWICHERIA,CALLAO AV. 368,Balvanera,Comuna 3
786,LA ALAMBRA,RESTAURANTE,SARMIENTO 2002,Balvanera,Comuna 3
2711,LA ALDEA,RESTAURANTE,"GUTIERREZ, RICARDO 4224",Villa Devoto,Comuna 11
232,LA ALHAMBRA,RESTAURANTE,CHARCAS 4301,Palermo,Comuna 14
229,LA ALHAMBRA,RESTAURANTE,CHARCAS 4309,Palermo,Comuna 14
2318,LA AMERICANA,RESTAURANTE,CALLAO AV. 83,San Nicolas,Comuna 1
1416,LA AMISTAD,RESTAURANTE,SALTA 654,Monserrat,Comuna 1
1110,LA AMISTAD,RESTAURANTE,BRASIL 1400,Constitucion,Comuna 1
1527,LA ANTIGUA MARECHARE,RESTAURANTE,DIRECTORIO AV. 4792,Parque Avellaneda,Comuna 9
1418,LA ARGENTINA,RESTAURANTE,DE MAYO AV. 860,Monserrat,Comuna 1
2068,LA BA-GO,CAFE,"LARRALDE, CRISOLOGO AV. 4896",Saavedra,Comuna 12
2319,LA BAGUETTE,BAR,MAIPU 484,San Nicolas,Comuna 1
230,LA BAITA,RESTAURANTE,THAMES 1603,Palermo,Comuna 14
